id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
2457423,2457473,93,-2,1798,2419358,385,11,1e+06,96,5,265,3642,613,92846,2,2,1,9,2510056.563,29533913,30000,3.13,0
2457324,2457377,103,-2,1798,1836308,385,11,2e+05,96,5,60,2330,613,141615,3,2,1,9,552303.4783,8000000,50000,2.19,0
2457519,2457614,103,-2,1798,506856,26,10,2e+05,96,5,244,4986,613,44057,1,2,1,9,518833.3333,2500000,26500,1.77,0
2457608,2457696,0,-2,1798,3145762,238,9,2100000,96,5,70,8115,613,71924,2,2,1,9,1136907.286,5500000,50000,1.55,0
2457326,2457341,4,-2,1798,1947,238,9,1500000,96,5,89,858,613,121515,3,2,1,9,656741.4262,5000000,34000,2.04,0
2457659,2457746,2,-2,1798,1289502,385,11,2500000,96,5,128,676,613,155817,3,2,1,9,5693393.881,40000000,250000,2.85,0
2457540,2457619,104,-2,1798,2044389,385,11,1e+06,96,5,181,2813,613,100643,2,2,1,9,854314.0611,4000000,50000,1.83,0
2457591,2457621,93,-2,1798,3039993,385,11,3e+05,96,5,128,8179,613,185239,4,2,1,9,1725497.302,13000000,25000,2.8,0
2457414,2457492,111,-2,1798,1329989,385,11,1e+05,96,5,128,815,613,143517,3,2,1,9,791873.004,20000000,25000,2.44,0
2457585,2457585,111,571100,702,2326376,58,6,324000,96,5,134,6201,1153,123127,3,2,2,4,1228742.869,25000000,12000,1.95,0
2457472,2457509,111,-2,1798,1862787,26,10,4e+05,96,5,152,2128,613,222448,4,2,1,9,472645.2442,2685000,22400,1.51,0
2457659,2457723,111,34855,376,3080999,58,6,274700,96,5,128,7344,753,194756,4,2,2,4,356511.1538,3000000,10546,2.87,0
2457624,2457691,93,-2,1798,2417114,385,11,2500000,96,5,69,3695,613,183936,4,2,1,9,10330052.63,100000000,240000,3.32,0
2457452,2457508,103,-2,1798,2742352,26,10,50000,96,5,273,4318,613,152139,3,2,1,9,1535705,10000000,40800,2.82,0
2457323,2457375,103,-2,1798,2779779,385,11,1250000,96,5,265,4309,613,204341,4,2,1,9,920903.7361,10000000,50000,2.12,0
2457431,2457455,103,183651,1669,1627068,58,6,355000,96,5,265,5937,2460,111105,2,2,2,4,614880.6452,2400000,50000,1.41,0
2457543,2457554,93,-2,1798,2339439,385,11,1e+06,96,5,70,3451,613,1020,1,2,1,9,4143191.192,99000000,25000,3.05,0
2457471,2457475,0,69268,605,2044564,58,6,183000,96,5,128,5885,1027,140801,3,2,2,4,1221364.141,9000000,22000,2.01,0
2457353,2457413,93,-2,1798,-3,156,12,1e+06,96,5,62,5674,1842,130334,3,1,5,8,1884018.29,53000000,25000,4.56,0
2457402,2457467,111,508503,40,1676557,58,6,477500,96,5,259,7574,300,141231,3,2,2,4,2923007.895,45000000,25000,2.36,0
2457530,2457563,93,-2,1798,1997846,385,11,5e+05,96,5,101,2741,613,31044,1,2,1,9,1534142.009,11869000,100000,1.87,0
2457473,2457531,103,-2,1798,-3,156,12,5e+05,96,5,60,7745,1865,84903,2,1,5,8,992781.72,7500000,27700,1.92,0
2457413,2457428,104,-2,1798,1850,238,9,5e+05,96,5,128,970,613,154634,3,2,1,9,551989.7131,3850000,25000,2.15,0
2457400,2457435,0,-2,1798,1947656,385,11,5e+05,96,5,265,2592,613,84753,2,2,1,9,760237.6687,20000000,50000,3.71,0
2457647,2457730,111,-2,1798,2105759,385,11,1e+06,96,5,210,3059,613,184958,4,2,1,9,1704483.227,9500000,100000,2.31,0
2457306,2457386,0,-2,1798,985034,159,19,2500000,96,5,203,5003,613,102709,2,2,1,9,1176460.027,10000000,63200,2.36,0
2457503,2457571,111,-2,1798,1923780,385,11,1e+06,96,5,128,2538,613,141159,3,2,1,9,674766.039,3750000,21700,2.02,0
2457640,2457695,111,-2,1798,1453958,385,11,1e+06,96,5,259,1489,613,125858,3,2,1,9,1551731.967,20880000,50000,4.31,0
2457434,2457458,104,-2,1798,2570339,159,19,304750,96,5,265,4059,613,103747,2,2,1,9,374409.6774,1000000,56601,1.53,0
2457419,2457501,111,69098,1712,2332422,58,6,211000,96,5,70,6222,2522,223400,4,2,2,4,1050000,6000000,50000,2.11,0
2457566,2457567,103,-2,1798,2787935,159,19,2e+05,96,5,128,4183,613,201943,4,2,1,9,837623.0676,5000000,100000,1.26,0
2457592,2457659,93,-2,1798,1951,301,16,1e+05,96,5,128,846,613,151203,3,2,1,9,1790615.226,11000000,20625,3.18,0
2457431,2457482,0,-2,1798,2100729,385,11,1e+06,96,5,128,2999,613,81935,2,2,1,9,1534406.7,3100000,300000,2.43,0
2457531,2457620,104,-2,1798,2714808,238,9,250000,96,5,203,8649,613,151335,3,2,1,9,2120522.386,8000000,30000,2.14,0
2457662,2457752,104,34855,1121,2697698,58,6,535665,96,5,167,6521,1732,204611,4,2,2,4,1058849.908,20625000,100000,19.78,0
2457346,2457395,0,-2,1798,110251,385,11,5e+05,96,5,273,3395,613,135045,3,2,1,9,1724055.556,15900000,66800,3.29,0
2457515,2457562,104,-2,1798,3120159,26,10,4e+05,96,5,128,8304,613,190942,4,2,1,9,116480.5321,2200000,15000,6.34,0
2457509,2457572,111,-2,1798,73218,385,11,1500000,96,5,128,3572,613,131651,3,2,1,9,915070.6679,10000000,25000,3.39,0
2457530,2457536,1,-2,1798,159985,26,10,1500000,96,5,75,3967,613,232946,4,2,1,9,1460714.286,6000000,163900,1.73,0
2457567,2457559,111,-2,1798,1193607,161,17,22950000,96,5,265,533,613,223908,4,2,1,9,1370392.62,20000000,50000,5.42,0
2457497,2457583,103,-2,1798,2081522,385,11,1e+05,96,5,128,3008,613,163236,3,2,1,9,569083.3333,1250000,100000,1.4,0
2457575,2457578,93,-2,1798,2397810,385,11,2500000,96,5,265,3592,613,214850,4,2,1,9,2171907.099,30000000,100000,3.12,0
2457534,2457565,111,-2,1798,1818271,385,11,3e+05,96,5,128,2267,613,125644,3,2,1,9,413854.1789,2800000,10000,1.94,0
2457624,2457662,0,-2,1798,2432963,640,8,441168,96,5,59,3747,613,152636,3,2,1,9,1014546.912,9150000,37700,1.85,0
2457423,2457442,93,-2,1798,2419358,238,9,4200000,96,5,70,5589,613,133434,3,2,1,9,1900810.294,30000000,100000,3.16,0
2457417,2457435,0,-2,1798,1352945,159,19,5e+06,96,5,265,924,613,145121,3,2,1,9,1342749.745,2500000,300000,1.25,0
2457648,2457709,93,397978,575,3316426,58,6,617925,96,5,241,6362,996,52538,1,2,2,4,3675077.842,69900000,30000,3.6,0
2457411,2457457,0,244310,1770,2774963,58,6,102850,96,5,128,7073,2588,181554,4,2,2,4,738775.8148,5000000,14500,2.09,0
2457462,2457548,0,-2,1798,1482636,26,10,1200000,96,5,89,1558,613,133006,3,2,1,9,1441609.195,2500000,34400,2.93,0
2457616,2457691,93,-2,1798,-3,156,12,5e+05,96,5,70,1283,1966,160555,3,1,5,8,2672581.672,45000000,26500,3.85,0
2457642,2457670,111,-2,1798,2432963,26,10,8e+05,96,5,128,3933,613,73645,2,2,1,9,945857.1429,1250000,100000,1.81,0
2457321,2457408,93,-2,1798,2477776,238,9,6e+05,96,5,128,8183,613,200138,4,2,1,9,2356360.717,46765185,28500,2.8,0
2457517,2457566,93,-2,1798,2176668,301,16,1e+07,96,5,251,7928,613,212609,4,2,1,9,4980863.551,57127000,26500,5.83,0
2457524,2457590,103,95792,1220,2513688,237,4,101600,96,5,265,6900,1826,164949,3,2,2,4,144085.4167,1000000,25000,1.48,0
2457471,2457498,93,-2,1798,1608812,385,11,1e+06,96,5,259,2048,613,191205,4,2,1,9,1570651.563,10000000,25000,2.53,0
2457402,2457449,0,-2,1798,1230930,159,19,450000,96,5,75,5108,613,230849,4,2,1,9,276673.717,2550000,29500,1.27,0
2457423,2457435,111,-2,1798,1202920,148,5,25000,96,5,128,601,613,41628,1,2,1,9,791873.004,10000000,20000,2.57,0
2457332,2457360,103,-2,1798,2078634,26,10,8e+05,96,5,128,2935,613,230239,4,2,1,9,389319.2692,4000000,30750,2.73,0
2457654,2457662,0,-2,1798,1947660,159,19,200227,96,5,128,2578,613,200356,4,2,1,9,722709.2381,4000000,50000,1.63,0
2457451,2457537,104,-2,1798,3154710,26,10,2e+06,96,5,265,8397,613,120640,3,2,1,9,548845.625,2503301,26500,1.8,0
2457324,2457402,111,-2,1798,2496868,26,10,8e+05,96,5,259,8103,613,72643,2,2,1,9,667081.049,5000000,50000,1.94,0
2457354,2457405,0,-2,1798,1736,26,10,1250000,96,5,60,1201,613,61240,2,2,1,9,467139.5469,2000000,39000,1.27,0
2457574,2457581,0,-2,1798,73241,26,10,5e+05,96,5,265,3020,613,194449,4,2,1,9,934169.0141,9150000,300000,1.48,0
2457611,2457675,0,-2,1798,3346931,301,16,934560,96,5,259,8615,613,75137,2,2,1,9,1080399.504,5500000,100000,1.55,0
2457392,2457475,0,-2,1798,1206909,147,3,50460,96,5,128,551,613,142452,3,2,1,9,1000408.533,11594200,36000,1.77,0
2457428,2457491,111,-2,1798,2163088,385,11,1e+06,96,5,128,3287,613,201502,4,2,1,9,798112.5,2500000,25000,3.16,0
2457662,2457752,103,424508,7,2203335,58,6,3073500,96,5,57,6312,106,105747,2,2,2,4,2254352.381,4590000,365600,1.45,0
2457510,2457601,104,-2,1798,1342214,238,9,1e+05,96,5,96,5329,613,184230,4,2,1,9,186060.4975,1000000,22900,1.32,0
2457319,2457334,0,-2,1798,1348038,159,19,4e+05,96,5,128,936,613,93624,2,2,1,9,254279.0789,1000000,44000,1.3,0
2457420,2457491,5,-2,1798,2365,238,9,1e+05,96,5,128,315,613,61805,2,2,1,9,256379.3548,1500000,10000,2.09,0
2457656,2457746,93,-2,1798,1460037,26,10,350000,96,5,128,1475,613,174938,3,2,1,9,2564532.946,35824300,26500,3.91,0
2457427,2457492,103,118001,913,2150324,58,6,224100,96,5,134,6973,1422,112820,2,2,2,4,1215193.268,10000000,34750,1.93,0
2457298,2457380,111,-2,1798,142047,159,19,8e+06,96,5,128,3360,613,171627,3,2,1,9,1505702.752,17860800,21600,3.3,0
2457528,2457550,111,-2,1798,2519105,301,16,1300000,96,5,134,8318,613,200509,4,2,1,9,401415.6863,3000000,39000,1.5,0
2457328,2457336,111,-2,1798,1753877,301,16,1020000,96,5,128,2104,613,120911,3,2,1,9,1693825.123,24000000,119900,2.34,0
2457339,2457366,93,-2,1798,1130693,26,10,1250000,96,5,152,404,613,75737,2,2,1,9,851076.7296,2500000,25000,4.41,0
2457514,2457539,103,-2,1798,-3,156,12,3e+05,96,5,108,5660,2444,154138,3,1,5,8,581154.163,4200000,50000,1.65,0
2457596,2457664,0,-2,1798,1874486,238,9,1e+05,96,5,128,5500,613,175738,3,2,1,9,480956.4503,3000000,26500,2.12,0
2457464,2457495,0,-2,1798,1918128,26,10,5e+05,96,5,60,2540,613,172132,3,2,1,9,956396.3,2829000,100000,1.93,0
2457403,2457446,93,-2,1798,1380366,26,10,2500000,96,5,60,1101,613,175044,3,2,1,9,1684871.946,23814624,25000,2.74,0
2457660,2457690,111,-2,1798,1222429,26,10,250000,96,5,128,600,613,113602,2,2,1,9,1200537.862,10000000,35000,2.94,0
2457556,2457643,93,-2,1798,1415740,385,11,5e+05,96,5,203,1233,613,231318,4,2,1,9,1095087.744,14000000,50000,1.88,0
2457377,2457433,111,-2,1798,2849096,238,9,2500000,96,5,128,7894,613,142318,3,2,1,9,2400051.97,11545000,26500,2.6,0
2457523,2457584,104,-2,1798,-3,156,12,2e+05,96,5,109,7736,1348,210806,4,1,5,8,236394.5763,1350000,10000,1.71,0
2457452,2457519,103,-2,1798,302,159,19,125000,96,5,265,2834,613,65516,2,2,1,9,605481.9717,20000000,26900,3.05,0
2457523,2457606,93,48595,1580,2281584,58,6,128000,96,5,128,6050,2319,115031,2,2,2,4,708763.1027,3300000,25000,1.44,0
2457476,2457479,111,-2,1798,1154046,26,10,2500000,96,5,70,501,613,145749,3,2,1,9,1376785.714,2500000,100000,3.03,0
2457427,2457518,1,-2,1798,-3,156,12,2e+05,96,5,8,69,140,124238,3,1,5,8,769760.9934,6000000,41400,2.38,0
2457611,2457656,111,642400,366,3043546,433,14,3041500,96,5,128,8133,740,94524,2,2,2,4,847440.198,11172000,20000,4.2,0
2457533,2457606,111,-2,1798,2324754,26,10,2e+05,96,5,70,3478,613,144535,3,2,1,9,1052500,5000000,10000,2.25,0
2457538,2457556,111,-2,1798,1942709,26,10,3e+05,96,5,223,2708,613,111247,2,2,1,9,918454.9247,14900000,37500,1.59,0
2457345,2457381,93,-2,1798,1506955,238,9,550000,96,5,265,5432,613,172106,3,2,1,9,2251402.113,24000000,200000,2,0
2457566,2457616,0,-2,1798,2075282,385,11,1250000,96,5,265,2885,613,92953,2,2,1,9,1710810.308,17500000,100000,1.62,0
2457402,2457482,111,-2,1798,131101,159,19,1940000,96,5,265,5194,613,112546,2,2,1,9,1219878.346,5000000,30400,2.79,0
2457401,2457463,93,-2,1798,357028,301,16,1650000,96,5,265,4833,613,133839,3,2,1,9,1706737.863,75000000,100000,5.71,0
2457345,2457360,103,-2,1798,1267267,161,17,7750000,96,5,128,783,613,112524,2,2,1,9,2254352.381,10000000,100000,3.44,0
2457393,2457476,103,-2,1798,2751069,26,10,1e+05,96,5,265,4299,613,81916,2,2,1,9,550666.6667,3000000,26800,1.6,0
2457655,2457664,111,-2,1798,1564130,301,16,5e+05,96,5,128,1777,613,220620,4,2,1,9,816848.6875,10000000,23000,1.72,0
2457596,2457600,93,-2,1798,1929068,159,19,4250000,96,5,265,2577,613,75453,2,2,1,9,1758035.663,13000000,25000,6.29,0
2457480,2457565,111,-2,1798,1818254,26,10,50000,96,5,265,2084,613,100348,2,2,1,9,816619.7872,5000000,17000,1.5,0
2457437,2457472,111,-2,1798,1997847,385,11,2e+05,96,5,89,2740,613,92111,2,2,1,9,1555746.004,20000000,25000,2.67,0
2457644,2457704,104,-2,1798,2110134,26,10,1e+05,96,5,189,2984,613,183520,4,2,1,9,241176.4706,900000,26500,1.18,0
2457648,2457675,111,-2,1798,3346933,148,5,198000,96,5,139,6020,613,184643,4,2,1,9,2611169.476,20000000,76000,1.93,0
2457351,2457442,93,-2,1798,2155043,26,10,2500000,96,5,128,3150,613,181327,4,2,1,9,3151929.554,33980000,17500,1.94,0
2457536,2457570,0,-2,1798,1192143,301,16,1380000,96,5,128,504,613,105614,2,2,1,9,1358068.853,2500000,300000,3.15,0
2457430,2457482,1,-2,1798,2371383,26,10,1e+06,96,5,265,3728,613,111602,2,2,1,9,959974.25,2500000,100000,1.25,0
2457603,2457643,111,-2,1798,2435840,159,19,5e+05,96,5,265,3972,613,110045,2,2,1,9,3952643.137,33624829,49360,1.55,0
2457592,2457674,111,572293,1275,2818538,58,6,811000,96,5,159,7504,1892,223924,4,2,2,4,2327854.651,19000000,76000,2.1,0
2457311,2457395,1,-2,1798,1246640,385,11,2e+05,96,5,265,612,613,145837,3,2,1,9,711687.1795,10300000,25000,2.04,0
2457649,2457719,104,-2,1798,1847495,26,10,4e+05,96,5,60,2170,613,194223,4,2,1,9,787611.0185,3000000,50000,1.83,0
2457597,2457682,111,-2,1798,2621539,26,10,950000,96,5,128,4187,613,185749,4,2,1,9,1135419.988,13360000,50000,2.8,0
2457607,2457682,111,-2,1798,1334639,26,10,3e+05,96,5,265,799,613,103304,2,2,1,9,1242557.414,8240000,8000,2.07,0
2457530,2457587,93,-2,1798,-3,156,12,5e+05,96,5,265,483,1585,171237,3,1,5,8,1603028.17,7000000,100000,1.94,0
2457331,2457358,104,64121,433,2172705,58,6,350000,96,5,70,6075,833,70324,2,2,2,4,956019.8611,7000000,22500,3.61,0
2457483,2457508,111,-2,1798,2547193,385,11,1e+05,96,5,128,8374,613,73702,2,2,1,9,380133.8198,7500000,10546,3.29,0
2457370,2457378,103,-2,1798,1374434,385,11,1e+06,96,5,128,1086,613,82529,2,2,1,9,1185857.895,2500000,100000,1.84,0
2457391,2457469,111,-2,1798,294114,26,10,2e+06,96,5,128,4722,613,101755,2,2,1,9,1831184.821,5000000,250000,2.9,0
2457561,2457588,93,-2,1798,1951,385,11,2500000,96,5,60,857,613,103201,2,2,1,9,1803184.914,16900000,100000,2.23,0
2457451,2457515,104,-2,1798,2476434,147,3,2818121,96,5,265,8267,613,103511,2,2,1,9,3160813.559,10000000,35400,3.4,0
2457469,2457485,0,-2,1798,1404810,26,10,3e+05,96,5,223,1078,613,210906,4,2,1,9,497783.6939,2730000,29500,1.19,0
2457362,2457452,111,-2,1798,181,385,11,5e+05,96,5,265,5705,613,234747,4,2,1,9,403739.0469,5000000,25000,2.98,0
2457575,2457612,111,-2,1798,1919585,26,10,3e+05,96,5,259,2479,613,202901,4,2,1,9,899138.7417,4000000,250000,1.63,0
2457509,2457599,93,-2,1798,1304764,385,11,5e+05,96,5,65,662,613,113713,2,2,1,9,628449.2537,10000000,25000,1.86,0
2457408,2457462,111,-2,1798,1578266,385,11,3e+05,96,5,187,1755,613,174217,3,2,1,9,862448.8085,10000000,30000,1.93,0
2457515,2457571,103,107160,922,2399246,58,6,22900,96,5,128,7315,1434,115651,2,2,2,4,151145.4615,1000000,20300,1.89,0
2457351,2457395,93,-2,1798,515538,385,11,2500000,96,5,128,4965,613,194532,4,2,1,9,1562360.686,17000000,100000,3.63,0
2457366,2457425,103,-2,1798,2094790,26,10,3e+05,96,5,259,3117,613,43139,1,2,1,9,848369.6,10000000,23100,2.96,0
2457333,2457401,103,-2,1798,1564130,26,10,5e+05,96,5,128,1757,613,201534,4,2,1,9,741786.8116,10000000,20500,2.16,0
2457582,2457588,111,-2,1798,2158737,26,10,250000,96,5,75,3259,613,100155,2,2,1,9,482248.378,2700000,20300,1.62,0
2457515,2457544,0,220788,1210,3104783,58,6,391408,96,5,70,7432,1819,232001,4,2,2,4,678704.5455,15000000,25000,2.24,0
2457463,2457548,93,-2,1798,1299456,26,10,2e+05,96,5,211,694,613,132011,3,2,1,9,628449.2537,2504250,25000,1.19,0
2457411,2457466,111,-2,1798,694928,26,10,1e+06,96,5,239,5078,613,120410,3,2,1,9,1173458.824,2700000,15900,2.37,0
2457404,2457454,103,-2,1798,2426892,238,9,1400000,96,5,128,5575,613,201507,4,2,1,9,519411.7647,2700000,29400,1.88,0
2457493,2457571,111,-2,1798,2046309,385,11,1e+05,96,5,100,2825,613,225408,4,2,1,9,793966.4571,10000000,26500,3.39,0
2457304,2457358,111,-2,1798,2522090,26,10,1250000,96,5,128,8316,613,91935,2,2,1,9,3312962.963,25000000,25000,2.15,0
2457537,2457606,93,-2,1798,2974244,238,9,5e+06,96,5,128,5335,613,125710,3,2,1,9,2209542.792,13400000,50000,1.88,0
2457304,2457362,111,-2,1798,2295918,26,10,3e+05,96,5,70,3249,613,205106,4,2,1,9,403739.0469,2000000,22500,1.43,0
2457491,2457521,111,-2,1798,1841534,159,19,5e+06,96,5,128,2179,613,210305,4,2,1,9,1776116.864,5000000,129360,1.87,0
2457469,2457474,0,254564,1711,2400310,58,6,339550,96,5,223,6734,2507,173218,3,2,2,4,1221364.141,10000000,10000,1.76,0
2457350,2457408,111,-2,1798,253477,26,10,4e+05,96,5,70,4621,613,162901,3,2,1,9,1278782.59,4800000,300000,3.35,0
2457362,2457423,93,-2,1798,1188960,26,10,6e+05,96,5,128,532,613,102756,2,2,1,9,392554.5979,5363000,50000,1.7,0
2457568,2457604,111,-2,1798,1919585,148,5,26500,96,5,265,2562,613,205516,4,2,1,9,3966297.721,33624829,50000,8.73,0
2457649,2457678,93,-2,1798,1903152,26,10,2500000,96,5,60,2470,613,195946,4,2,1,9,2564532.946,5000000,1000000,2.71,0
2457609,2457608,138,-2,1798,2132716,301,16,2e+05,96,5,128,3100,613,162610,3,2,1,9,335045.4545,1200000,30500,1.79,0
2457412,2457451,93,-2,1798,2503836,26,10,1300000,96,5,265,8285,613,182744,4,2,1,9,1706737.863,75000000,100000,6.26,0
2457660,2457692,103,-2,1798,2818681,26,10,250000,96,5,128,4240,613,190743,4,2,1,9,1030743,20625000,51500,2.52,0
2457498,2457520,93,-2,1798,1337893,26,10,2e+05,96,5,128,843,613,151438,3,2,1,9,1210163.422,10000000,20000,1.59,0
2457654,2457713,103,-2,1798,3440344,385,11,5e+05,96,5,265,8618,613,153052,3,2,1,9,1265680.38,5496621,125581,1.64,0
2457469,2457528,111,-2,1798,1431431,26,10,1e+05,96,5,259,1375,613,182240,4,2,1,9,462339.5882,2000000,25800,1.68,0
2457440,2457528,111,-2,1798,2337117,159,19,2e+05,96,5,265,3526,613,195601,4,2,1,9,353160.9226,5000000,34200,1.53,0
2457616,2457681,93,-2,1798,1337328,159,19,5e+06,96,5,128,877,613,202829,4,2,1,9,2242151.193,10000000,100000,3.09,0
2457590,2457627,111,-2,1798,3048903,238,9,5e+06,96,5,128,8174,613,153507,3,2,1,9,1332292.784,7129876,50000,2.42,0
2457576,2457668,93,680742,1101,3216023,58,6,275000,96,5,265,6378,1706,202133,4,2,2,4,683308.75,4000000,50000,2.62,0
2457540,2457626,111,-2,1798,1441809,238,9,4300000,96,5,221,5396,613,172258,3,2,1,9,1135419.988,5640000,82500,2.34,0
2457301,2457333,104,126053,1783,2424507,58,6,21250,96,5,128,6334,746,213959,4,2,2,4,259030.0444,1200000,10000,1.64,0
2457580,2457635,93,-2,1798,1177814,385,11,4e+05,96,5,128,510,613,190526,4,2,1,9,354296.0526,2100000,28700,1.35,0
2457611,2457642,111,-2,1798,2432939,238,9,2500000,96,5,265,7970,613,105842,2,2,1,9,1210242.933,3000000,100000,1.23,0
2457637,2457701,111,-2,1798,2514762,26,10,8e+05,96,5,60,3930,613,194148,4,2,1,9,975418.6727,3600000,45000,2.41,0
2457419,2457502,111,-2,1798,1870812,26,10,1250000,96,5,265,2366,613,102422,2,2,1,9,1173458.824,7000000,25000,1.64,0
2457323,2457409,103,-2,1798,207606,26,10,1e+06,96,5,237,4119,613,155737,3,2,1,9,695121.9512,1550000,20000,3.72,0
2457348,2457357,111,-2,1798,1566894,26,10,350000,96,5,102,1777,613,81422,2,2,1,9,606884.75,5071000,50000,1.94,0
2457461,2457504,103,-2,1798,1931655,385,11,5e+05,96,5,96,2722,613,90554,2,2,1,9,480533.3333,891500,400000,1,0
2457555,2457618,104,-2,1798,2432928,238,9,1e+06,96,5,75,5610,613,133158,3,2,1,9,197729.0217,1000000,30000,2.21,0
2457299,2457388,104,-2,1798,-3,156,12,1100000,96,5,245,286,561,81735,2,1,5,8,854314.0611,7500000,10000,2,0
2457402,2457450,93,-2,1798,2810541,26,10,6e+05,96,5,128,4189,613,122648,3,2,1,9,895194.1765,3600000,29400,1.5,0
2457411,2457468,93,-2,1798,1861534,26,10,2500000,96,5,128,2401,613,82158,2,2,1,9,1041479.284,7465000,25000,2.01,0
2457475,2457537,111,-2,1798,1581824,26,10,5e+05,96,5,265,1735,613,152351,3,2,1,9,786956.5217,10900000,26500,3.39,0
2457561,2457609,103,-2,1798,2348934,301,16,1e+06,96,5,128,3569,613,83639,2,2,1,9,834782.6087,2567000,200000,1,0
2457377,2457402,111,-2,1798,2148930,26,10,1250000,96,5,244,3150,613,133546,3,2,1,9,294207.3171,1250000,23400,1.5,0
2457576,2457582,4,-2,1798,1349162,640,8,88500,96,5,203,898,613,184103,4,2,1,9,467403.8462,2751000,25000,2.04,0
2457565,2457569,111,-2,1798,2393460,385,11,2e+05,96,5,128,3725,613,180759,4,2,1,9,959516.2602,2500000,50000,2.05,0
2457602,2457662,103,-2,1798,358094,26,10,7e+05,96,5,189,4882,613,101631,2,2,1,9,612380.8108,2500000,50000,2.28,0
2457519,2457578,111,-2,1798,1586479,159,19,90234,96,5,265,1834,613,70339,2,2,1,9,889019.9027,2500000,25000,1.77,0
2457610,2457643,0,279608,1707,2653395,58,6,489999,96,5,241,6603,2512,150516,3,2,2,4,814166.6667,4700000,62900,2.6,0
2457377,2457446,111,22004,654,2001260,58,6,201410,96,5,128,7155,1087,154701,3,2,2,4,336465.9756,1688000,21200,2,0
2457628,2457701,103,-2,1798,-3,156,12,3e+05,96,5,128,5685,2127,13818,1,1,5,8,966666.6667,2500000,100000,3,0
2457327,2457416,93,-2,1798,118233,159,19,5e+06,96,5,189,5182,613,214540,4,2,1,9,2251402.113,30000000,100000,2.5,0
2457493,2457537,103,-2,1798,2154621,385,11,1e+05,96,5,128,3044,613,183939,4,2,1,9,217192.2857,3353967,25000,1.27,0
2457429,2457491,104,642094,687,2300192,58,6,456900,96,5,128,6076,1122,173244,3,2,2,4,627988.04,4900000,18600,3.26,0
2457360,2457388,0,-2,1798,253472,385,11,2500000,96,5,128,4699,613,90137,2,2,1,9,2019788.866,15000000,25000,4.56,0
2457586,2457639,93,-2,1798,522883,385,11,1250000,96,5,241,4958,613,90039,2,2,1,9,1603028.17,10000000,21900,2.29,0
2457593,2457634,93,-2,1798,3093541,385,11,1e+06,96,5,69,7924,613,124015,3,2,1,9,2882339.404,48800000,25000,1.94,0
2457538,2457595,93,-2,1798,174326,159,19,560062,96,5,75,3445,613,151012,3,2,1,9,2255087.5,30000000,101500,3.05,0
2457576,2457641,111,-2,1798,280355,238,9,3900000,96,5,128,5441,613,192420,4,2,1,9,2208014.706,15000000,280000,2.1,0
2457641,2457682,111,397918,653,2113245,58,6,985000,96,5,56,7711,1085,181611,4,2,2,4,880585.0548,2800000,50000,2.35,0
2457480,2457545,4,-2,1798,3095466,385,11,1e+05,96,5,101,8054,613,141641,3,2,1,9,482838.5319,2500000,13145,1.71,0
2457575,2457625,111,-2,1798,2380603,385,11,1250000,96,5,128,3714,613,91755,2,2,1,9,1679777.627,18000000,17400,2.91,0
2457504,2457546,0,-2,1798,1298875,26,10,2500000,96,5,256,663,613,92230,2,2,1,9,737313.4615,6000000,11000,2.66,0
2457595,2457600,111,-2,1798,1784333,26,10,2e+06,96,5,60,2213,613,120205,3,2,1,9,1505702.752,5500000,271265,2.59,0
2457367,2457387,0,-2,1798,1898757,385,11,1e+05,96,5,128,2471,613,162711,3,2,1,9,2019788.866,15000000,25000,4.52,0
2457298,2457314,111,-2,1798,2442334,385,11,1250000,96,5,128,3983,613,200552,4,2,1,9,1275960.605,12500000,50000,2.04,0
2457358,2457409,111,475111,331,1771517,58,6,5e+05,96,5,128,5823,702,123624,3,2,2,4,1016160.374,2500000,150000,1.67,0
2457315,2457393,0,-2,1798,1952188,26,10,250000,96,5,70,2764,613,85309,2,2,1,9,167544.6667,1100000,10000,2,0
2457556,2457578,111,-2,1798,356917,385,11,5e+05,96,5,128,4880,613,180843,4,2,1,9,775555.5906,5000000,50000,1.59,0
2457466,2457532,111,-2,1798,2776741,147,3,1e+05,96,5,60,7895,613,162159,3,2,1,9,1210242.933,5000000,17200,2.39,0
2457632,2457685,111,-2,1798,1785748,148,5,25000,96,5,128,2115,613,170457,3,2,1,9,2022820.019,15000000,38000,2.36,0
2457537,2457623,93,-2,1798,769578,159,19,1900000,96,5,265,4029,613,195325,4,2,1,9,1826176.181,11579000,100000,1.48,0
2457334,2457386,93,-2,1798,-3,156,12,1250000,96,5,265,7715,317,184745,4,1,5,8,5464000,75000000,65860,2.35,0
2457323,2457355,93,-2,1798,1942704,385,11,1e+06,96,5,69,2767,613,132053,3,2,1,9,1884018.29,19000000,25000,4.47,0
2457570,2457603,111,-2,1798,1046018,159,19,10980000,96,5,70,324,613,150227,3,2,1,9,1162814.217,10000000,70700,1.93,0
